gene_id,baseMean,log2FoldChange,lfcSE,pvalue,padj
YFR022W,67.01842849064559,-0.21650935338225386,0.2415146162422078,0.35100917650494023,0.4441240131494084
YPL258C,20.511527821821968,-0.3327623684210094,0.39685896726541436,0.3511610614293226,0.4442271840797621
YCL039W,55.47653702087476,-0.22343111751738878,0.25339293458636925,0.3520254707548276,0.44523149365446346
YNL207W,43.372404129600866,-0.263025593711667,0.302549216429522,0.352443216543426,0.4456705871989858
YLR067C,73.2723619780657,-0.2538373973011805,0.28923223870026205,0.35261259195347655,0.4457062686521626
YLR136C,19.071655647347313,-0.35759646009137697,0.4400992008033618,0.35259338936746387,0.4457062686521626
YBL002W,369.8387083850459,0.2623727429279286,0.29948821713384555,0.35365075746577934,0.4466699690278048
YFR023W,7.472036239382501,0.41798142480809153,0.5755067285661859,0.35365793272193574,0.4466699690278048
YGR284C,119.89202122633999,-0.21748533221334368,0.24410813759628808,0.35352467176074054,0.4466699690278048
YPR046W,13.563474016868389,0.3743268714763205,0.47302973817122607,0.3535172839461511,0.4466699690278048
YPR104C,116.91343828102087,-0.24969982942662763,0.28502904350791475,0.3542733960633512,0.44735782766248006
YKL110C,113.21802829145409,-0.23159372059900032,0.2626155621226046,0.35527024482789477,0.44852690845424936
YPL100W,80.45928890114057,0.2022623778799712,0.22629415936286112,0.3555415403384691,0.44877969762890907
